1385.372695,12,12,10.33779496,,25.43663122,0.99146965
984.9124141,11,11,445.5960638,,25.95177913,40.26569093
678.1674637,10,10,509.0601354,,26.42340642,42.74029328
449.3199433,9,9,540.3000097,,26.85143516,42.7093581
283.9922352,8,8,576.2756866,,27.235775,43.23265997
169.2508381,7,7,600.8171663,,27.57631965,45.77805911
93.6109844,6,6,605.2344487,,27.87294167,43.28550394
47.04231044,5,,,,,
20.97600243,4,,,,,
8.314121658,3,,,,,
3.442399864,2,,,,,
2.249268928,1,,,,,
2.159138914,0,,,,,
